portfolio,trade id,product,side,created at,date,time,yyyy,mm,dd,hh,mm2,ss,ms,datobj,timeobs,datetimeobj,timestamp,size,size unit,price,fee,total,price/fee/total unit,accttime,
default,,BTC-USD,BUY,2019-08-28T01:32:08.432Z,8/28/2019,01:32:08.457Z,2019,8,28,1,32,8.457,457,8/28/2019,1:32:08 AM,8/28/2019 1:32,1566955928,0.01,BTC,10134,0.15201,-101.49201,USD,2019-08-28T01:32:08.457Z,
default,,BTC-USD,BUY,2019-08-29T04:04:19.759Z,8/29/2019,04:04:19.773Z,2019,8,29,4,4,19.773,773,8/29/2019,4:04:20 AM,8/29/2019 4:04,1567051460,0.001,BTC,9580.13,0.014370195,-9.594500195,USD,2019-08-29T04:04:19.773Z,TRUE
default,,BTC-USD,BUY,2019-08-29T04:16:22.868Z,8/29/2019,04:16:22.883Z,2019,8,29,4,16,22.883,883,8/29/2019,4:16:23 AM,8/29/2019 4:16,1567052183,0.001,BTC,9606.01,0.014409015,-9.620419015,USD,2019-08-29T04:16:22.883Z,TRUE
default,,BTC-USD,BUY,2019-08-29T04:19:19.855Z,8/29/2019,04:19:19.868Z,2019,8,29,4,19,19.868,868,8/29/2019,4:19:20 AM,8/29/2019 4:19,1567052360,0.001,BTC,9602.92,0.0240073,-9.6269273,USD,2019-08-29T04:19:19.868Z,TRUE
default,,BTC-USD,BUY,2019-08-29T04:25:31.989Z,8/29/2019,04:25:32.001Z,2019,8,29,4,25,32.001,1,8/29/2019,4:25:32 AM,8/29/2019 4:25,1567052732,0.001,BTC,9581.28,0.01437192,-9.59565192,USD,2019-08-29T04:25:32.001Z,TRUE
default,,BTC-USD,BUY,2019-08-30T02:44:57.140Z,8/30/2019,02:44:57.025Z,2019,8,30,2,44,57.025,25,8/30/2019,2:44:57 AM,8/30/2019 2:44,1567133097,0.001,BTC,9428.64,0.0235716,-9.4522116,USD,2019-08-30T02:44:57.025Z,TRUE
default,,BTC-USD,BUY,2019-08-30T02:47:57.180Z,8/30/2019,02:47:57.028Z,2019,8,30,2,47,57.028,28,8/30/2019,2:47:57 AM,8/30/2019 2:47,1567133277,0.001,BTC,9440,0.0236,-9.4636,USD,2019-08-30T02:47:57.028Z,TRUE
default,,BTC-USD,BUY,2019-08-30T03:21:58.105Z,8/30/2019,03:21:58.122Z,2019,8,30,3,21,58.122,122,8/30/2019,3:21:58 AM,8/30/2019 3:21,1567135318,0.001,BTC,9457.47,0.023643675,-9.481113675,USD,2019-08-30T03:21:58.122Z,TRUE
default,,BTC-USD,BUY,2019-08-30T03:27:46.525Z,8/30/2019,03:27:46.644Z,2019,8,30,3,27,46.644,644,8/30/2019,3:27:47 AM,8/30/2019 3:27,1567135667,0.001,BTC,9452.58,0.02363145,-9.47621145,USD,2019-08-30T03:27:46.644Z,TRUE
default,,BTC-USD,SELL,2019-08-30T03:46:01.699Z,8/30/2019,03:46:01.712Z,2019,8,30,3,46,1.712,712,8/30/2019,3:46:02 AM,8/30/2019 3:46,1567136762,0.001,BTC,9473.42,0.02368355,9.44973645,USD,2019-08-30T03:46:01.712Z,TRUE
default,,BTC-USD,SELL,2019-08-30T22:58:40.685Z,8/30/2019,22:58:40.696Z,2019,8,30,22,58,40.696,696,8/30/2019,10:58:41 PM,8/30/2019 22:58,1567205921,0.001,BTC,9595.99,0.023989975,9.572000025,USD,2019-08-30T22:58:40.696Z,TRUE
default,,BTC-USD,SELL,2019-08-30T23:00:50.422Z,8/30/2019,23:00:50.433Z,2019,8,30,23,0,50.433,433,8/30/2019,11:00:50 PM,8/30/2019 23:00,1567206050,0.001,BTC,9597.16,0.0239929,9.5731671,USD,2019-08-30T23:00:50.433Z,TRUE
default,,BTC-USD,SELL,2019-08-30T23:02:44.963Z,8/30/2019,23:02:44.975Z,2019,8,30,23,2,44.975,975,8/30/2019,11:02:45 PM,8/30/2019 23:02,1567206165,0.001,BTC,9598.35,0.023995875,9.574354125,USD,2019-08-30T23:02:44.975Z,TRUE
default,,BTC-USD,SELL,2019-08-30T23:06:27.366Z,8/30/2019,23:06:27.377Z,2019,8,30,23,6,27.377,377,8/30/2019,11:06:27 PM,8/30/2019 23:06,1567206387,0.001,BTC,9600.85,0.024002125,9.576847875,USD,2019-08-30T23:06:27.377Z,TRUE
default,,BTC-USD,SELL,2019-08-31T17:01:30.443Z,8/31/2019,17:01:30.453Z,2019,8,31,17,1,30.453,453,8/31/2019,5:01:30 PM,8/31/2019 17:01,1567270890,0.001,BTC,9601.49,0.024003725,9.577486275,USD,2019-08-31T17:01:30.453Z,TRUE
default,,BTC-USD,SELL,2019-08-31T17:51:22.841Z,8/31/2019,17:51:22.852Z,2019,8,31,17,51,22.852,852,8/31/2019,5:51:23 PM,8/31/2019 17:51,1567273883,0.001,BTC,9589.16,0.0239729,9.5651871,USD,2019-08-31T17:51:22.852Z,TRUE
default,,BTC-USD,SELL,2019-08-31T17:53:22.736Z,8/31/2019,17:53:22.747Z,2019,8,31,17,53,22.747,747,8/31/2019,5:53:23 PM,8/31/2019 17:53,1567274003,0.001,BTC,9589.16,0.0239729,9.5651871,USD,2019-08-31T17:53:22.747Z,TRUE
default,,BTC-USD,BUY,2019-08-31T18:36:43.448Z,8/31/2019,18:36:43.459Z,2019,8,31,18,36,43.459,459,8/31/2019,6:36:43 PM,8/31/2019 18:36,1567276603,0.001,BTC,9595.39,0.023988475,-9.619378475,USD,2019-08-31T18:36:43.459Z,TRUE
default,,ETH-USD,BUY,2019-08-31T19:14:54.700Z,8/31/2019,19:14:54.015Z,2019,8,31,19,14,54.015,15,8/31/2019,7:14:54 PM,8/31/2019 19:14,1567278894,0.05979894,ETH,166.81,0.024937653,-9.999998834,USD,2019-08-31T19:14:54.015Z,TRUE
default,,ETH-USD,BUY,2019-08-31T19:28:39.223Z,8/31/2019,19:28:39.231Z,2019,8,31,19,28,39.231,231,8/31/2019,7:28:39 PM,8/31/2019 19:28,1567279719,0.05970231,ETH,167.08,0.024937655,-9.99999961,USD,2019-08-31T19:28:39.231Z,TRUE
default,,ETH-USD,BUY,2019-08-31T19:32:45.608Z,8/31/2019,19:32:45.616Z,2019,8,31,19,32,45.616,616,8/31/2019,7:32:46 PM,8/31/2019 19:32,1567279966,0.05975595,ETH,166.93,0.024937652,-9.999998385,USD,2019-08-31T19:32:45.616Z,TRUE
default,,ETH-USD,BUY,2019-08-31T19:33:52.597Z,8/31/2019,19:33:52.606Z,2019,8,31,19,33,52.606,606,8/31/2019,7:33:53 PM,8/31/2019 19:33,1567280033,0.05976311,ETH,166.91,0.024937652,-9.999998342,USD,2019-08-31T19:33:52.606Z,TRUE
default,,ETH-BTC,SELL,2019-08-31T19:33:52.811Z,8/31/2019,19:33:52.820Z,2019,8,31,19,33,52.82,820,8/31/2019,7:33:53 PM,8/31/2019 19:33,1567280033,0.05976311,ETH,0.01744,2.61E-06,0.001039663,BTC,2019-08-31T19:33:52.820Z,TRUE
default,,ETH-USD,BUY,2019-08-31T20:51:18.244Z,8/31/2019,20:51:18.252Z,2019,8,31,20,51,18.252,252,8/31/2019,8:51:18 PM,8/31/2019 20:51,1567284678,0.05993188,ETH,166.44,0.024937655,-9.999999762,USD,2019-08-31T20:51:18.252Z,TRUE
default,,ETH-USD,BUY,2019-08-31T20:58:31.218Z,8/31/2019,20:58:31.228Z,2019,8,31,20,58,31.228,228,8/31/2019,8:58:31 PM,8/31/2019 20:58,1567285111,0.05988151,ETH,166.58,0.024937655,-9.999999591,USD,2019-08-31T20:58:31.228Z,TRUE
default,,ETH-USD,BUY,2019-08-31T20:59:41.640Z,8/31/2019,20:59:41.647Z,2019,8,31,20,59,41.647,647,8/31/2019,8:59:42 PM,8/31/2019 20:59,1567285182,0.0598887,ETH,166.56,0.024937655,-9.999999527,USD,2019-08-31T20:59:41.647Z,TRUE
default,,ETH-USD,BUY,2019-08-31T21:02:18.700Z,8/31/2019,21:02:18.707Z,2019,8,31,21,2,18.707,707,8/31/2019,9:02:19 PM,8/31/2019 21:02,1567285339,0.05992468,ETH,166.46,0.024937656,-9.999999888,USD,2019-08-31T21:02:18.707Z,TRUE
default,,ETH-USD,BUY,2019-08-31T21:08:28.454Z,8/31/2019,21:08:28.461Z,2019,8,31,21,8,28.461,461,8/31/2019,9:08:28 PM,8/31/2019 21:08,1567285708,0.0598887,ETH,166.56,0.024937655,-9.999999527,USD,2019-08-31T21:08:28.461Z,TRUE
default,,ETH-BTC,SELL,2019-08-31T21:08:28.784Z,8/31/2019,21:08:28.791Z,2019,8,31,21,8,28.791,791,8/31/2019,9:08:29 PM,8/31/2019 21:08,1567285709,0.0598887,ETH,0.01754,2.63E-06,0.001047822,BTC,2019-08-31T21:08:28.791Z,TRUE
default,,BTC-USD,SELL,2019-08-31T21:08:28.979Z,8/31/2019,21:08:28.990Z,2019,8,31,21,8,28.99,990,8/31/2019,9:08:29 PM,8/31/2019 21:08,1567285709,0.00105044,BTC,9484.09,0.024906169,9.937561331,USD,2019-08-31T21:08:28.990Z,TRUE
